Time (JD),Relative Flux,Relative Flux Error
2458888.54,0.9998983,0.001769125
2458888.542,1.0002178,0.00176856
2458888.543,1.0002534,0.001768497
2458888.545,0.9999266,0.001769075
2458888.546,0.9996316,0.001769597
2458888.547,1.0003567,0.001768314
2458888.549,1.0006381,0.001767817
2458888.55,0.9980162,0.001772461
2458888.552,1.0000712,0.001768819
2458888.553,0.99942905,0.001769956
2458888.554,1.0009446,0.001767276
2458888.556,1.0001327,0.00176871
2458888.557,1.0007683,0.001767587
2458888.559,0.9999541,0.001769026
2458888.56,1.000945,0.001767275
2458888.561,0.999669,0.001769531
2458888.563,1.0002551,0.001768494
2458888.564,1.000339,0.001768346
2458888.565,0.9997698,0.001769353
2458888.567,1.0007124,0.001767686
2458888.568,1.0000604,0.001768838
2458888.57,1.0000125,0.001768923
2458888.571,1.0003303,0.001768361
2458888.572,0.99929535,0.001770193
2458888.574,0.99997604,0.001768988
2458888.575,1.0001451,0.001768689
2458888.577,0.9997271,0.001769428
2458888.578,1.0004188,0.001768205
2458888.579,0.9995836,0.001769682
2458888.581,1.0001082,0.001768754
2458888.582,1.0000598,0.001768839
2458888.584,1.0003897,0.001768256
2458888.585,1.0001822,0.001768623
2458888.586,0.9996737,0.001769522
2458888.588,0.99943703,0.001769942
2458888.589,0.99986184,0.00176919
2458888.59,1.000123,0.001768728
2458888.592,1.0000513,0.001768854
2458888.593,1.0003536,0.00176832
2458888.595,1.0002334,0.001768532
2458888.596,0.9997371,0.00176941
2458888.597,1.000193,0.001768604
2458888.599,0.999699,0.001769478
2458888.6,1.0001773,0.001768632
2458888.602,1.0001204,0.001768732
2458888.603,0.99934584,0.001770103
2458888.604,1.0000414,0.001768872
2458888.606,1.0004356,0.001768175
2458888.607,0.99973524,0.001769414
2458888.609,1.0003281,0.001768365
2458888.61,1.0000228,0.001768905
2458888.611,0.9994071,0.001769995
2458888.613,0.9997051,0.001769467
2458888.614,1.0004777,0.001768101
2458888.615,0.999976,0.001768988
2458888.617,0.9998697,0.001769176
2458888.618,0.9998416,0.001769226
2458888.62,1.0002556,0.001768493
2458888.622,1.000023,0.001768904
2458888.624,0.99937284,0.001770055
2458888.625,1.0006938,0.001767719
2458888.627,1.0002363,0.001768527
2458888.628,0.9992814,0.001770217
2458888.629,0.99928236,0.001770216
2458888.631,0.99956095,0.001769722
2458888.632,1.0004479,0.001768153
2458888.634,1.0002865,0.001768439
2458888.635,1.0003222,0.001768375
2458888.636,1.0005529,0.001767968
2458888.638,1.0010446,0.001767099
2458888.639,0.9995852,0.001769679
2458888.64,1.000834,0.001767471
2458888.642,1.000518,0.001768029
2458888.643,0.9990693,0.001770593
2458888.645,1.0010444,0.0017671
2458888.646,0.9989265,0.001770846
2458888.647,1.0001631,0.001768657
2458888.649,0.9998928,0.001769135
2458888.65,0.999777,0.00176934
2458888.652,0.9993754,0.001770051
2458888.653,0.99964076,0.001769581
2458888.654,1.0000608,0.001768838
2458888.656,1.0001972,0.001768597
2458888.657,0.99962276,0.001769613
2458888.659,0.99964917,0.001769566
2458888.66,0.99902105,0.001770679
2458888.661,0.9995823,0.001769684
2458888.663,0.9997136,0.001769452
2458888.664,0.9996222,0.001769614
2458888.665,1.0001403,0.001768697
2458888.667,1.0000519,0.001768853
2458888.668,0.9994938,0.001769841
2458888.67,0.99970937,0.001769459
2458888.671,1.000088,0.00176879
2458888.672,1.000411,0.001768218
2458888.674,0.99995506,0.001769025
2458888.675,0.9992991,0.001770186
2458888.677,0.9993296,0.001770132
2458888.678,0.9995306,0.001769776
2458888.679,1.000122,0.001768729
2458888.681,0.9998855,0.001769148
2458888.682,0.99947083,0.001769882
2458888.684,1.0002593,0.001768487
2458888.685,1.0005776,0.001767924
2458888.686,0.9991961,0.001770368
2458888.688,0.99991184,0.001769101
2458888.689,1.0010107,0.001767159
2458888.69,0.9993642,0.001770071
2458888.692,1.0002543,0.001768495
2458888.693,0.9999168,0.001769092
2458888.695,1.0004023,0.001768234
2458888.696,1.0006126,0.001767862
2458888.697,0.9999453,0.001769042
2458888.699,0.9989243,0.00177085
2458888.7,1.0001526,0.001768675
2458888.702,1.0004685,0.001768117
2458888.703,0.9999951,0.001768954
2458888.704,1.0002315,0.001768536
2458888.706,1.0001161,0.00176874
2458888.707,1.0009217,0.001767316
2458888.709,0.9997097,0.001769459
2458888.71,1.0003445,0.001768336
2458888.711,1.0007404,0.001767636
2458888.713,1.0002223,0.001768552
