ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
SOPHIE,,54679.59400000004,-89474.0,18.0,,
SOPHIE,,54666.577300000004,-89458.0,17.0,,
SOPHIE,,54659.58719999995,-89409.0,18.0,,
CORALIE,,54661.78830000013,-89487.0,12.0,,
SOPHIE,,54663.57489999989,-89392.0,17.0,,
SOPHIE,,54683.62419999996,-89495.0,18.0,,
FIES,,54462.33600000013,-89504.0,27.0,,
CORALIE,,55013.89509999985,-89431.0,15.0,,
CORALIE,,54686.83330000006,-89430.0,14.0,,
SOPHIE,,54668.592499999795,-89381.0,20.0,,
HARPS,,55116.638499999885,-89465.5,2.3,,
SOPHIE,,54665.58259999985,-89449.0,19.0,,
CORALIE,,54684.85410000011,-89442.0,12.0,,
FIES,,54465.37099999981,-89409.0,36.0,,
CORALIE,,55095.66559999995,-89444.0,13.0,,
FIES,,54466.36400000006,-89444.0,29.0,,
SOPHIE,,54667.57899999991,-89387.0,17.0,,
CORALIE,,55009.882900000084,-89398.0,15.0,,
HARPS,,54763.59629999986,-89404.0,3.1,,
CORALIE,,55093.65510000009,-89506.0,16.0,,
HARPS,,55113.62289999984,-89411.8,2.7,,
HARPS,,55115.64289999986,-89489.2,5.0,,
SOPHIE,,54685.55910000019,-89393.0,18.0,,
HARPS,,55117.6203999999,-89418.4,4.5,,
CORALIE,,55098.65540000005,-89500.0,13.0,,
CORALIE,,55130.64170000004,-89433.0,15.0,,
CORALIE,,55001.90199999977,-89424.0,14.0,,
HARPS,,54709.76550000021,-89479.2,3.3,,
HARPS,,54761.628000000026,-89478.2,2.7,,
CORALIE,,54662.864300000016,-89475.0,14.0,,
CORALIE,,55096.679500000086,-89407.0,14.0,,
CORALIE,,54624.90950000007,-89427.0,13.0,,
SOPHIE,,54688.54790000012,-89445.0,18.0,,
HARPS,,55112.634200000204,-89436.1,3.2,,
HARPS,,54760.63400000008,-89463.9,2.2,,
HARPS,,55111.63769999985,-89479.7,2.9,,
HARPS,,54749.66110000014,-89430.9,3.6,,
SOPHIE,,54662.59469999978,-89418.0,18.0,,
HARPS,,54710.7472000001,-89428.7,3.8,,
HARPS,,54706.74640000006,-89400.1,10.0,,
HARPS,,54754.64339999994,-89415.4,3.1,,
HARPS,,54755.66349999979,-89431.7,2.5,,
