ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
CORALIE,,55679.52089999989,-23690.0,6.0,,
CORALIE,,55869.834100000095,-23754.0,6.0,,
CORALIE,,55858.86070000008,-23671.0,11.0,,
CORALIE,,55598.72880000016,-23771.0,6.0,,
CORALIE,,55966.73499999987,-23752.0,7.0,,
CORALIE,,55685.51789999986,-23727.0,7.0,,
CORALIE,,56021.54980000015,-23683.0,8.0,,
CORALIE,,55676.49360000016,-23733.0,6.0,,
CORALIE,,55895.6362999999,-23713.0,7.0,,
CORALIE,,55678.51720000012,-23752.0,7.0,,
CORALIE,,55675.53150000004,-23682.0,7.0,,
CORALIE,,55681.51780000003,-23756.0,7.0,,
CORALIE,,55670.52130000014,-23705.0,6.0,,
CORALIE,,55683.503000000026,-23703.0,7.0,,
CORALIE,,55651.53709999984,-23768.0,7.0,,
CORALIE,,55682.498900000006,-23750.0,8.0,,
CORALIE,,55802.89820000017,-23687.0,9.0,,
CORALIE,,55649.4953999999,-23679.0,7.0,,
CORALIE,,55684.495600000024,-23695.0,7.0,,
CORALIE,,55805.88130000001,-23692.0,7.0,,
CORALIE,,55695.466000000015,-23762.0,7.0,,
CORALIE,,55836.89309999999,-23694.0,10.0,,
CORALIE,,55677.52180000022,-23747.0,7.0,,
