ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HARPS,,54750.679099999834,-7194.0,2.9,,
CORALIE,,54704.8563000001,-7236.0,13.0,,
CORALIE,,54710.76970000006,-7291.0,24.0,,
CORALIE,,54862.55890000006,-7327.0,15.0,,
CORALIE,,55190.66900000023,-7284.0,11.0,,
CORALIE,,54720.75199999986,-7312.0,17.0,,
CORALIE,,55186.61530000018,-7234.0,11.0,,
CORALIE,,54885.52070000023,-7159.0,16.0,,
CORALIE,,54722.823299999814,-7201.0,12.0,,
CORALIE,,54886.54430000018,-7299.0,17.0,,
CORALIE,,54855.6091,-7310.0,12.0,,
CORALIE,,54740.75639999984,-7199.0,20.0,,
CORALIE,,54715.884300000034,-7201.0,18.0,,
CORALIE,,54860.54039999982,-7183.0,13.0,,
CORALIE,,54865.562799999956,-7313.0,14.0,,
CORALIE,,55189.65709999995,-7164.0,10.0,,
CORALIE,,55100.85930000013,-7154.0,15.0,,
CORALIE,,54708.84170000022,-7189.0,11.0,,
CORALIE,,54721.81840000022,-7289.0,19.0,,
CORALIE,,54879.52559999982,-7280.0,17.0,,
CORALIE,,54731.865799999796,-7345.0,12.0,,
CORALIE,,54726.810800000094,-7225.0,12.0,,
CORALIE,,55128.741500000004,-7169.0,16.0,,
HARPS,,54749.76500000013,-7294.1,2.4,,
CORALIE,,54836.57070000004,-7225.0,17.0,,
CORALIE,,55126.793500000145,-7266.0,15.0,,
CORALIE,,54834.56469999999,-7304.0,18.0,,
CORALIE,,54854.632199999876,-7275.0,13.0,,
CORALIE,,54706.876099999994,-7368.0,26.0,,
CORALIE,,54709.762500000186,-7320.0,19.0,,
CORALIE,,55185.661799999885,-7147.0,11.0,,
CORALIE,,54729.86230000015,-7206.0,13.0,,
HARPS,,54754.725699999835,-7175.2,2.5,,
HARPS,,54746.76830000011,-7239.099999999999,2.6,,
HARPS,,54743.75270000007,-7183.2,2.9,,
CORALIE,,54724.736699999776,-7314.0,17.0,,
CORALIE,,54880.54020000016,-7273.0,21.0,,
CORALIE,,54717.77939999988,-7386.0,41.0,,
HARPS,,54755.755799999926,-7272.599999999999,3.2,,
CORALIE,,54716.84569999995,-7262.0,41.0,,
CORALIE,,55095.87580000004,-7308.0,13.0,,
CORALIE,,54882.52419999987,-7193.0,21.0,,
CORALIE,,54853.63130000001,-7171.0,14.0,,
