ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
SOPHIE,,54643.52730000019,-54386.0,74.0,,
CORALIE,,54372.52810000023,-56565.0,218.0,,
TLS,,54332.35999999987,-54460.0,290.0,,
CORALIE,,54388.52070000023,-54844.0,226.0,,
CORALIE,,54330.6930999998,-58457.0,141.0,,
HARPS,,54341.68149999995,-53978.0,52.0,,
HARPS,,54342.63659999985,-55867.0,49.0,,
CORALIE,,54380.52669999981,-55498.0,192.0,,
CORALIE,,54379.52469999995,-54772.0,178.0,,
HARPS,,54344.68159999978,-56683.0,57.0,,
SOPHIE,,54590.60020000022,-58386.0,51.0,,
SOPHIE,,54316.46719999984,-54269.0,60.0,,
CORALIE,,54372.54289999977,-56644.0,170.0,,
CORALIE,,54372.513300000224,-56597.0,186.0,,
CORALIE,,54372.582899999805,-57039.0,210.0,,
CORALIE,,54372.49319999991,-56263.0,172.0,,
CORALIE,,54372.62309999997,-57265.0,259.0,,
SOPHIE,,54336.40020000003,-55938.0,47.0,,
TLS,,54336.90599999996,-53650.0,240.0,,
CORALIE,,54372.64330000011,-56951.0,214.0,,
CORALIE,,54372.60319999978,-57154.0,221.0,,
CORALIE,,54394.53329999978,-58696.0,211.0,,
SANDIFORD,,54613.868400000036,-53308.0,157.0,,
CORALIE,,54372.562899999786,-56535.0,189.0,,
CORALIE,,54400.54609999992,-55556.0,232.0,,
CORALIE,,54322.70740000019,-58523.0,198.0,,
SANDIFORD,,54609.85279999999,-53187.0,100.0,,
SOPHIE,,54317.44430000009,-57122.0,60.0,,
CORALIE,,54387.5,-56494.0,217.0,,
CORALIE,,54320.718799999915,-54628.0,200.0,,
SANDIFORD,,54607.88609999977,-57786.0,163.0,,
TLS,,54331.35900000017,-57130.0,250.0,,
HARPS,,54343.65560000017,-58331.0,54.0,,
SOPHIE,,54309.569600000046,-58262.0,46.0,,
SOPHIE,,54318.36739999987,-58371.0,78.0,,
