ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
SOPHIE,,56198.371329999994,-90.0,21.0,,
HIRES,,55467.92695000023,17.59,2.93,,
TRES,,56176.732780000195,-96.0,68.0,,
TRES,,56237.64971000003,186.0,51.0,,
TRES,,56110.90255000023,218.0,52.0,,
TRES,,56199.66504999995,303.0,58.0,,
FIES,,55383.49356999993,-79.79,75.0,,
HIRES,,55521.81744999997,35.22,3.96,,
HIRES,,55699.11677999981,-31.14,3.84,,
HIRES,,55465.967360000126,-41.21,3.02,,
TRES,,56192.79010999994,-61.0,52.0,,
TRES,,56227.743189999834,-177.0,41.0,,
HIRES,,55853.757420000155,-38.93,2.73,,
HIRES,,54189.08262,-13.9,2.0,,
HIRES,,54187.11241000006,92.6,2.1,,
HIRES,,54188.01159999985,-25.4,2.0,,
SOPHIE,,56197.41035000002,247.0,26.0,,
FIES,,55378.587660000194,52.31,40.1,,
FIES,,55379.54577999981,21.11,51.3,,
FIES,,55427.51377000008,112.18,40.1,,
HIRES,,54189.00174000021,-28.1,2.2,,
HIRES,,55379.06917000003,132.24,9.9,,
TRES,,56226.65733999992,151.0,19.0,,
HIRES,,55381.10707999999,-39.66,10.23,,
TRES,,56210.60884999996,337.0,55.0,,
HIRES,,55404.80594999995,-52.53,10.18,,
HIRES,,54188.07150000008,-35.8,2.0,,
HIRES,,55191.81590999989,18.28,3.81,,
TRES,,56231.6793399998,14.0,30.0,,
HIRES,,55467.87264000019,65.94,10.34,,
TRES,,56230.66549000004,-239.0,40.0,,
SOPHIE,,56203.34402000019,-106.0,16.0,,
HIRES,,55400.846690000035,49.04,12.32,,
FIES,,55429.38086999999,-79.42,50.0,,
HIRES,,55701.077260000166,46.71,3.15,,
HIRES,,55468.99825999979,57.77,3.09,,
FIES,,55380.474200000055,-106.99,49.0,,
TRES,,56233.60611000005,-208.0,29.0,,
TRES,,56223.59188999981,113.0,19.0,,
HIRES,,55469.89584999997,-68.65,10.18,,
HIRES,,55704.0944099999,-67.2,10.27,,
HIRES,,55490.752650000155,-113.04,10.38,,
HIRES,,54186.98522000015,101.0,2.1,,
HIRES,,55464.916149999946,49.92,3.24,,
HIRES,,54279.863570000045,-36.8,2.9,,
TRES,,56234.68416000018,169.0,50.0,,
SOPHIE,,56202.3719899999,236.0,11.0,,
HIRES,,55698.113530000206,-49.94,3.8,,
HIRES,,55486.911640000064,60.46,3.33,,
TRES,,56225.691260000225,-41.0,29.0,,
HIRES,,55465.8783499999,5.42,11.42,,
HIRES,,55500.73246000009,24.76,9.14,,
TRES,,56229.61724000005,77.0,29.0,,
HIRES,,55192.73706000019,46.75,2.96,,
FIES,,55381.61687000003,112.71,49.9,,
HIRES,,55814.94016999984,16.9,10.72,,
HIRES,,54249.93769000005,-52.5,2.8,,
HIRES,,55378.123939999845,-78.22,9.4,,
SOPHIE,,56204.37766000023,-192.0,13.0,,
HIRES,,55469.734530000016,28.31,3.45,,
HIRES,,55375.97049999982,92.63,9.38,,
HIRES,,54189.13222000003,-3.1,3.3,,
FIES,,55428.540899999905,-22.42,91.5,,
SOPHIE,,56206.317910000216,-229.0,14.0,,
FIES,,55431.540130000096,-153.82,68.6,,
TRES,,56228.744450000115,7.0,39.0,,
