target,BJD,rv,rv_err,ins_name,RA,DEC,rjd
HD1397,2458367.68591511,30782.3791225855,2.18138221828938,HARPScat,4.446458333333334,-66.35890555555557,58367.68591511017
HD1397,2458368.66673895,30777.3913602481,2.40684394665022,HARPScat,4.446458333333334,-66.35890555555557,58368.66673895018
HIP1419,2458369.63635858,30740.4037999152,2.97092324963377,CORALIE14,4.44646824588,-66.35890638457,58369.63635858009
HIP1419,2458375.6352595,30806.1014771943,3.184889560896159,CORALIE14,4.44646824588,-66.35890638457,58375.63525949977
HIP1419,2458376.73146752,30792.7932769765,3.157856481839941,CORALIE14,4.44646824588,-66.35890638457,58376.73146751989
HIP1419,2458378.89159018,30755.1622677039,3.007737685791697,CORALIE14,4.44646824588,-66.35890638457,58378.891590179875
HIP1419,2458379.89086565,30896.5347776409,3.548502787001188,CORALIE14,4.44646824588,-66.35890638457,58379.89086565003
HIP1419,2458381.57000331,30736.7197768742,4.331374648096419,CORALIE14,4.44646824588,-66.35890638457,58381.57000331022
HIP1419,2458382.80738259,30854.8821026939,3.21303900299023,CORALIE14,4.44646824588,-66.35890638457,58382.80738259014
HIP1419,2458384.77842827,30747.1593267245,3.049186445080392,CORALIE14,4.44646824588,-66.35890638457,58384.778428270016
HIP1419,2458385.85289381,30775.5689661259,2.781393965142256,CORALIE14,4.44646824588,-66.35890638457,58385.85289380979
HIP1419,2458390.6693169,30744.165359863,3.333302297600774,CORALIE14,4.44646824588,-66.35890638457,58390.66931689996
HIP1419,2458392.71526861,30736.442462735,2.952698666953377,CORALIE14,4.44646824588,-66.35890638457,58392.715268610045
HIP1419,2458394.59792573,30743.9875343084,2.889308306161169,CORALIE14,4.44646824588,-66.35890638457,58394.59792573005
HIP1419,2458396.67711205,30755.7186415538,3.266603061687428,CORALIE14,4.44646824588,-66.35890638457,58396.67711204989
HIP1419,2458397.64015079,30780.7520435254,2.896362791827607,CORALIE14,4.44646824588,-66.35890638457,58397.6401507901
HIP1419,2458398.65817512,30798.6287167489,2.750867370566791,CORALIE14,4.44646824588,-66.35890638457,58398.65817512013
HIP1419,2458401.59957616,30767.0970662038,2.848258085239218,CORALIE14,4.44646824588,-66.35890638457,58401.599576159846
HIP1419,2458401.75666417,30875.9891430984,2.885182045038778,CORALIE14,4.44646824588,-66.35890638457,58401.75666416995
HIP1419,2458404.55968734,30752.4323747241,3.017194470188125,CORALIE14,4.44646824588,-66.35890638457,58404.55968734017
HIP1419,2458404.75729413,30745.2936820387,2.933712930060442,CORALIE14,4.44646824588,-66.35890638457,58404.757294130046
HIP1419,2458405.72362743,30751.3275806269,4.279881256326198,CORALIE14,4.44646824588,-66.35890638457,58405.72362742992
HIP1419,2458406.55788309,30756.0853533502,3.129176050318677,CORALIE14,4.44646824588,-66.35890638457,58406.557883089874
HIP1419,2458406.73951822,30752.4907217686,3.699476690057331,CORALIE14,4.44646824588,-66.35890638457,58406.73951822007
HIP1419,2458407.5079201,30763.9011096117,3.764179870583543,CORALIE14,4.44646824588,-66.35890638457,58407.50792009989
HIP1419,2458407.63031023,30757.722267406,2.755658817499251,CORALIE14,4.44646824588,-66.35890638457,58407.63031022996
HIP1419,2458409.63992648,30796.7282837283,2.955016960784812,CORALIE14,4.44646824588,-66.35890638457,58409.63992648013
HIP1419,2458410.51099618,30814.4398291594,2.932182420743741,CORALIE14,4.44646824588,-66.35890638457,58410.51099618012
HIP1419,2458410.68027051,30807.6944432016,3.409530317810198,CORALIE14,4.44646824588,-66.35890638457,58410.680270509794
HIP1419,2458411.51068211,30808.6138236709,3.180145706697831,CORALIE14,4.44646824588,-66.35890638457,58411.51068211021
HIP1419,2458411.63425256,30814.1321760893,2.861282921244,CORALIE14,4.44646824588,-66.35890638457,58411.63425255986
HIP1419,2458413.5003659,30782.2040602,3.216745289748639,CORALIE14,4.44646824588,-66.35890638457,58413.500365899876
HIP1419,2458413.68816923,30780.2938871362,3.349026246394425,CORALIE14,4.44646824588,-66.35890638457,58413.688169229776
HIP1419,2458416.50099368,30754.9708498274,3.330246575498718,CORALIE14,4.44646824588,-66.35890638457,58416.50099368021
HIP1419,2458418.56694371,30761.6176823853,2.900767919527071,CORALIE14,4.44646824588,-66.35890638457,58418.566943710204
HIP1419,2458425.58809003,30757.3194602492,2.916091749327674,CORALIE14,4.44646824588,-66.35890638457,58425.58809003001
HIP1419,2458427.57893588,30743.4989418348,2.983036172602052,CORALIE14,4.44646824588,-66.35890638457,58427.578935880214
HIP1419,2458429.59675899,30753.2677381498,3.031701829553315,CORALIE14,4.44646824588,-66.35890638457,58429.59675899008
HIP1419,2458432.63472506,30792.1803107425,3.138914160442977,CORALIE14,4.44646824588,-66.35890638457,58432.63472505985
HIP1419,2458447.56393596,30776.0983563742,2.965550620106565,CORALIE14,4.44646824588,-66.35890638457,58447.56393596018
HIP1419,2458459.59563039,30767.4971727268,3.276942624806119,CORALIE14,4.44646824588,-66.35890638457,58459.595630390104
HIP1419,2458461.62823099,30746.9579382,3.06512338700108,CORALIE14,4.44646824588,-66.35890638457,58461.62823098991
HIP1419,2458465.55374473,30762.6825894879,3.041948679254088,CORALIE14,4.44646824588,-66.35890638457,58465.553744730074
HIP1419,2458472.55814008,30747.6680227396,2.91883915085005,CORALIE14,4.44646824588,-66.35890638457,58472.55814007996
HD 1397,2459726.93495246,30824.5783888997,0.538448537496577,HARPScat,4.446466666666667,-66.35890666666667,59726.93495246023
