ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HIRES,,54286.126989999786,-18.23,6.84,,
HIRES,,54022.70227999985,74.01,4.85,,
HIRES,,54250.125279999804,66.22,4.61,,
HIRES,,54023.78900999995,47.7,4.85,,
HIRES,,54249.08558000019,-94.78,4.23,,
HIRES,,54251.087660000194,56.1,4.21,,
HIRES,,54336.876540000085,-112.33,4.13,,
HIRES,,54130.72257000022,62.4,6.93,,
HIRES,,54258.11601,103.71,4.09,,
HIRES,,54279.094849999994,-127.75,6.05,,
HIRES,,54085.81511999993,-3.7,5.72,,
HIRES,,54247.11200999981,67.25,4.55,,
HIRES,,54337.86116999993,-59.68,4.41,,
HIRES,,54319.11890000012,32.41,4.3,,
HIRES,,54248.08955000015,-110.02,4.91,,
