ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
FLAMES,,53855.50251000002,18711.0,55.0,,
FLAMES,,53793.811919999775,18784.0,55.0,,
FLAMES,,53854.54150999989,18841.0,51.0,,
FLAMES,,53855.599580000155,18816.0,60.0,,
FLAMES,,53858.49787000008,18906.0,54.0,,
FLAMES,,54144.712470000144,18911.0,46.0,,
FLAMES,,54209.6146999998,18517.0,49.0,,
FLAMES,,54143.83440000005,18860.0,46.0,,
FLAMES,,53853.51723999996,18875.0,53.0,,
FLAMES,,54205.59030999988,18657.0,46.0,,
FLAMES,,53852.500010000076,18720.0,53.0,,
FLAMES,,53794.75445999997,18866.0,53.0,,
FLAMES,,54203.55370000005,18745.0,46.0,,
FLAMES,,54145.727090000175,18762.0,48.0,,
FLAMES,,54149.81577000022,18681.0,47.0,,
FLAMES,,54207.70041000005,18658.0,46.0,,
FLAMES,,53881.575420000125,18766.0,53.0,,
FLAMES,,54150.77873999998,18891.0,46.0,,
FLAMES,,54208.68019999983,18578.0,46.0,,
FLAMES,,54204.510699999984,18623.0,46.0,,
