ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HIRES,,52853.747400000226,-48408.0,87.0,,
HIRES,,52483.9068,-49640.0,70.0,,
HIRES,,52481.41779999994,-49240.0,90.0,,
HIRES,,52480.92389999982,-48062.0,278.0,,
HIRES,,52483.9068,-48506.0,82.0,,
HIRES,,52853.89600000018,-48133.0,85.0,,
HIRES,,52864.749700000044,-48188.0,74.0,,
HIRES,,52481.90960999997,-49350.0,70.0,,
HIRES,,52863.78019999992,-48053.0,93.0,,
HIRES,,52864.83889999986,-47863.0,114.0,,
HIRES,,52480.42389999982,-49260.0,200.0,,
HIRES,,52855.7862999998,-48548.0,91.0,,
HIRES,,52855.87719999999,-48654.0,74.0,,
HIRES,,52481.90950000007,-48177.0,67.0,,
HIRES,,52854.80619999999,-48287.0,163.0,,
HIRES,,52483.41520000016,-49780.0,110.0,,
HIRES,,52481.4010999999,-49440.0,80.0,,
HIRES,,52480.92389999982,-49260.0,200.0,,
HIRES,,52483.39839999983,-49600.0,60.0,,
