ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HARPS,,55411.64142000023,-52007.2,51.2,,
HIRES,,55369.11854999978,-106.8,58.4,,
HARPS,,55070.64996000007,-51968.5,39.4,,
HARPS,,55069.64101999998,-52076.0,40.4,,
HIRES,,55429.77180999983,22.2,27.7,,
HARPS,,55321.904360000044,-51891.6,39.7,,
HARPS,,55071.58942000009,-51900.3,38.8,,
HIRES,,55430.78490999993,27.4,18.6,,
HIRES,,55368.928429999854,-43.0,28.8,,
HARPS,,55078.56893000007,-51896.0,28.1,,
HARPS,,55325.9038999998,-52041.8,52.7,,
HARPS,,55326.812220000196,-51902.4,56.2,,
HARPS,,55355.685229999945,-51855.1,52.8,,
HARPS,,55341.82048999984,-51978.8,33.5,,
HARPS,,55067.60204999987,-51945.4,43.4,,
HARPS,,55414.55156000005,-51857.1,37.4,,
HARPS,,55342.79028999992,-51908.7,52.4,,
HARPS,,55323.90456999978,-51828.2,46.7,,
HARPS,,55336.89012000011,-51892.8,39.8,,
HIRES,,55368.078120000195,9.4,27.4,,
HARPS,,55320.768960000016,-52042.8,36.1,,
HARPS,,55376.7438099999,-51840.1,39.8,,
HARPS,,55339.7963200002,-51933.1,39.2,,
HIRES,,55012.91009999998,40.8,20.2,,
HARPS,,55352.78219999978,-52006.2,57.6,,
HARPS,,55068.62368000019,-51986.1,46.6,,
HARPS,,55101.52502000006,-51924.0,69.3,,
HIRES,,55014.03745000018,50.0,21.7,,
HARPS,,55098.52473000018,-51793.9,37.4,,
HARPS,,55324.766830000095,-51844.9,54.1,,
HARPS,,55104.50017999997,-51878.1,50.4,,
