ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HIRES,,54934.84149000002,-1139.51,2.94,,
HIRES,,54956.80481000012,1092.32,2.28,,
HIRES,,55191.10274,-1147.72,2.07,,
HIRES,,54986.742959999945,-1225.77,2.34,,
HIRES,,55109.0575199998,1233.55,3.76,,
HIRES,,54954.831749999896,-942.88,2.24,,
HIRES,,54984.740639999975,328.09,2.14,,
HIRES,,55192.11754000001,1100.72,2.12,,
HIRES,,55107.152259999886,-870.02,4.89,,
HIRES,,54983.738510000054,-1151.02,2.39,,
