ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
FLAMES+UVES,,53853.57530000014,22238.0,57.0,,
FLAMES+UVES,,54205.546399999876,22407.0,70.0,,
FLAMES+UVES,,54203.59200000018,22368.0,46.0,,
FLAMES+UVES,,53791.74409999978,22433.0,56.0,,
FLAMES+UVES,,53854.49990000017,22374.0,56.0,,
FLAMES+UVES,,54150.73959999997,22452.0,57.0,,
FLAMES+UVES,,53858.616599999834,22430.0,57.0,,
FLAMES+UVES,,54207.65549999988,22229.0,43.0,,
FLAMES+UVES,,53859.72759999987,22488.0,70.0,,
FLAMES+UVES,,54143.78040000005,22191.0,62.0,,
FLAMES+UVES,,53794.713200000115,22325.0,56.0,,
FLAMES+UVES,,53853.54000000004,22161.0,62.0,,
FLAMES+UVES,,54208.53720000014,22260.0,50.0,,
FLAMES+UVES,,54149.77740000002,22454.0,64.0,,
FLAMES+UVES,,54144.74379999982,22325.0,61.0,,
FLAMES+UVES,,53793.66229999997,22297.0,118.0,,
FLAMES+UVES,,53856.619200000074,22500.0,60.0,,
FLAMES+UVES,,54209.653400000185,22457.0,54.0,,
FLAMES+UVES,,54145.77410000004,22504.0,82.0,,
FLAMES+UVES,,54204.54960000003,22259.0,70.0,,
FLAMES+UVES,,54148.6510999999,22330.0,60.0,,
FLAMES+UVES,,53793.763499999885,22209.0,67.0,,
FLAMES+UVES,,54144.773000000045,22256.0,57.0,,
FLAMES+UVES,,53794.87350000022,22293.0,58.0,,
