ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
UVES+FLAMES,,53084.61585000018,39822.0,47.0,,
MIKE,,52691.72300000023,-8007.999999999999,114.0,,
FLAMES+UVES,,53085.60719999997,-8082.000000000001,39.0,,
FLAMES+UVES,,53078.60418999987,-7883.0,39.0,,
MIKE,,52694.79270000011,-7707.0,104.0,,
UVES+FLAMES,,53081.729129999876,39724.0,45.0,,
FLAMES+UVES,,53079.642349999864,-8302.0,39.0,,
UVES+FLAMES,,53084.65149000008,-7574.0,40.0,,
FLAMES+UVES,,53082.71278999979,-8119.999999999999,39.0,,
MIKE,,52692.78729999997,-8195.0,118.0,,
UVES+FLAMES,,53085.64253999991,39493.0,45.0,,
UVES+FLAMES,,53080.659570000134,-7931.0,42.0,,
FLAMES+UVES,,53080.659570000134,-7972.0,40.0,,
UVES+FLAMES,,53081.59492000006,-7858.0,43.0,,
MIKE,,52693.729799999855,-7837.0,122.0,,
UVES+FLAMES,,53078.60418999987,-7862.0,41.0,,
FLAMES+UVES,,53083.66467999993,-8119.999999999999,40.0,,
UVES+FLAMES,,53082.64054000005,39700.0,49.0,,
MIKE,,52690.62589999987,-7797.0,105.0,,
FLAMES+UVES,,53081.59492000006,-7887.0,42.0,,
MIKE,,52754.72440000018,-7845.0,127.0,,
MIKE,,52692.812799999956,-8257.0,116.0,,
FLAMES+UVES,,53084.65149000008,-7641.0,38.0,,
UVES+FLAMES,,53083.70037999982,39564.0,44.0,,
UVES+FLAMES,,53079.642349999864,-8268.0,40.0,,
UVES+FLAMES,,53085.60719999997,-8026.999999999999,41.0,,
UVES+FLAMES,,53082.71278999979,-8077.0,41.0,,
UVES+FLAMES,,53083.66467999993,-8098.000000000001,41.0,,
