target,BJD,rv,rv_err,ins_name,RA,DEC,rjd
SRa03_E2_1347,2455484.67038219,-120.88775634769888,4.33699,SOPHIE,97.5316666666667,0.00638888888888889,55484.67038219003
SRa03_E2_1347,2455484.67038219,-149.0287780762003,4.33699,SOPHIE,97.5316666666667,0.00638888888888889,55484.67038219003
TOI-545,2455484.6704,30132.0,41.0,SOPHIE,98.17240693174001,-0.03159044437,55484.67040000018
TOI-545,2455485.6621,29030.0,62.0,SOPHIE,98.17240693174001,-0.03159044437,55485.66209999984
SRa03_E2_1347,2455485.66210217,-1201.3339996337997,4.3147,SOPHIE,97.5316666666667,0.00638888888888889,55485.66210216982
SRa03_E2_1347,2455486.64686513,-287.13226318360086,4.2771,SOPHIE,97.5316666666667,0.00638888888888889,55486.64686512994
TOI-545,2455486.6469,30069.0,51.0,SOPHIE,98.17240693174001,-0.03159044437,55486.64690000005
TOI-545,2455505.6367,30102.0,32.0,SOPHIE,98.17240693174001,-0.03159044437,55505.63670000015
SRa03_E2_1347,2455505.63673707,-182.63053894040127,4.26517,SOPHIE,97.5316666666667,0.00638888888888889,55505.63673707005
SRa03_E2_1347,2455525.60266593,-14473.8759994507,3.87087,SOPHIE,97.5316666666667,0.00638888888888889,55525.602665930055
TOI-545,2455525.6027,28933.0,86.0,SOPHIE,98.17240693174001,-0.03159044437,55525.60270000016
SRa03_E2_1347,2455527.57506155,-5542.110443115199,4.4068,SOPHIE,97.5316666666667,0.00638888888888889,55527.5750615499
TOI-545,2455527.5751,29006.0,65.0,SOPHIE,98.17240693174001,-0.03159044437,55527.57510000002
SRa03_E2_1347,2455529.61209637,-1688.4365081787003,4.37407,SOPHIE,97.5316666666667,0.00638888888888889,55529.6120963702
TOI-545,2455529.6121,29178.0,65.0,SOPHIE,98.17240693174001,-0.03159044437,55529.61210000003
TOI-545,2455538.7441,28979.0,27.0,HARPS,98.17240693174001,-0.03159044437,55538.74409999978
SRa03_E2_1347,2455538.74414872,29006.2047778303,5.99596986192114,HARPScat,98.17233333333334,-0.031586111111111106,55538.744148720056
SRa03_E2_1347,2455539.72529401,30134.9925830025,7.00682863415441,HARPScat,98.17233333333334,-0.031586111111111106,55539.72529400978
