ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HARPS,,55657.870889999904,-35419.0,63.8,,
HARPS,,55683.856329999864,-35521.0,76.3,,
HARPS,,55681.914059999865,-34862.0,74.3,,
HARPS,,55684.77013000008,-35199.0,80.9,,
HARPS,,55716.8483500001,-35620.0,163.2,,
HARPS,,55695.9166199998,-35168.0,53.0,,
HARPS,,55687.806419999804,-35455.0,80.4,,
HARPS,,55686.7808699999,-35271.0,77.7,,
HARPS,,55689.82207000023,-34882.0,83.0,,
HARPS,,55685.7699500001,-34758.0,55.8,,
