ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
SOPHIE,,54685.3983,-18510.0,50.0,,
SOPHIE,,54700.35319999978,-18011.0,48.0,,
SOPHIE,,54689.41289999988,-18202.0,63.0,,
SOPHIE,,54704.341000000015,-18469.0,44.0,,
SOPHIE,,54681.45420000004,-17999.0,48.0,,
SOPHIE,,54702.38409999991,-18333.0,72.0,,
SOPHIE,,54706.35930000013,-18229.0,41.0,,
SOPHIE,,54711.32700000005,-18341.0,49.0,,
SOPHIE,,54715.40020000003,-18321.0,59.0,,
SOPHIE,,54646.48199999984,-17967.0,39.0,,
SOPHIE,,54642.55910000019,-18465.0,66.0,,
SOPHIE,,54679.41550000012,-18345.0,44.0,,
SOPHIE,,54707.39680000022,-18041.0,40.0,,
SOPHIE,,54712.32340000011,-18525.0,60.0,,
