ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HARPS,,54448.799000000115,32268.0,14.0,,
HARPS,,54447.781299999915,32238.999999999996,13.0,,
HARPS,,54445.77479999978,32270.000000000004,12.0,,
HARPS,,54443.716099999845,32360.999999999996,21.0,,
SOPHIE,,54405.65450000018,32369.999999999996,24.0,,
SOPHIE,,54413.67840000009,32343.000000000004,34.0,,
HARPS,,54449.78709999984,32272.0,17.0,,
HARPS,,54450.772900000215,32372.999999999996,13.0,,
SOPHIE,,54494.37410000013,32259.0,19.0,,
HARPS,,54442.76179999998,32381.0,12.0,,
HARPS,,54486.650899999775,32290.0,15.0,,
SOPHIE,,54408.66669999994,32278.0,18.0,,
HARPS,,54481.66679999977,32287.0,16.0,,
SOPHIE,,54507.3777999999,32320.0,20.0,,
SOPHIE,,54416.69079999998,32293.999999999996,27.0,,
HARPS,,54428.80910000019,32234.0,14.0,,
HARPS,,54423.84299999988,32351.999999999996,22.0,,
SOPHIE,,54410.634399999864,32258.000000000004,27.0,,
HARPS,,54424.827300000004,32344.0,19.0,,
HARPS,,54482.67189999996,32287.0,15.0,,
