ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HARPS,,55825.55249000015,15595.8,27.4,,
HARPS,,55716.80318999989,15619.4,52.1,,
HARPS,,55827.515339999925,15410.3,47.3,,
HARPS,,55320.90242999978,15543.2,40.7,,
HARPS,,55825.50887000002,15585.2,29.6,,
HARPS,,55022.63403999992,15578.0,37.2,,
HARPS,,55324.85401999997,15579.5,44.8,,
HARPS,,55779.616909999866,15586.3,39.8,,
HARPS,,55779.658849999774,15592.3,52.6,,
HARPS,,55692.91082999995,15486.7,22.6,,
HARPS,,55827.56043000007,15503.9,48.9,,
HARPS,,55806.53474000003,15414.2,45.2,,
HARPS,,55064.56484000012,15548.0,33.7,,
HARPS,,55686.86763999984,15571.1,32.5,,
HARPS,,55685.87092000013,15564.8,30.2,,
HARPS,,55693.82838999992,15461.3,38.7,,
HARPS,,55686.90770999994,15516.9,30.2,,
HARPS,,55693.87074999977,15475.6,30.0,,
HARPS,,55334.81533000013,15460.3,51.5,,
HARPS,,55024.686910000164,15425.1,32.6,,
HARPS,,55685.90795999998,15533.2,38.2,,
HARPS,,55323.81802000012,15534.8,25.6,,
HARPS,,55683.916240000166,15444.8,36.7,,
HARPS,,55683.88990999991,15511.8,42.3,,
