ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HIRES,,54217.013269999996,12.64,6.24,,
HIRES,,54217.113859999925,-22.9,6.24,,
HIRES,,54217.03580000019,14.89,6.07,,
HIRES,,53951.02136000013,-198.5,7.2,,
HIRES,,54217.06956999982,-8.69,6.32,,
HIRES,,54217.121100000106,-33.87,5.88,,
HIRES,,54217.129110000096,-26.81,5.88,,
HIRES,,54217.0155199999,6.15,6.05,,
HIRES,,54216.96598999994,42.59,5.86,,
HIRES,,53950.79018000001,-201.0,8.1,,
HIRES,,53951.75032000011,91.7,6.0,,
HIRES,,54217.10064999992,-25.17,6.26,,
HIRES,,54217.08250000002,-16.69,6.14,,
HIRES,,54216.97929999977,37.06,5.43,,
HIRES,,53950.934909999836,-204.8,9.0,,
HIRES,,54217.017789999954,17.4,6.13,,
HIRES,,54217.00876000011,31.44,6.16,,
HIRES,,54217.08513000002,-11.51,6.33,,
HIRES,,54217.077300000004,-19.4,6.14,,
HIRES,,54217.10334999999,-15.71,6.36,,
HIRES,,54217.02002999978,19.25,6.35,,
HIRES,,54217.07472999999,-17.63,6.14,,
HIRES,,54217.05403000023,2.49,6.37,,
HIRES,,54217.079909999855,-25.5,6.18,,
HIRES,,54217.066839999985,-11.21,6.06,,
HIRES,,54217.095449999906,-9.36,6.5,,
HIRES,,54217.033559999894,6.9,5.92,,
HIRES,,54216.98973000003,26.69,5.76,,
HIRES,,53951.9520899998,140.5,7.1,,
HIRES,,54217.00168000022,22.74,5.69,,
HIRES,,54217.10607999982,-15.2,6.34,,
HIRES,,54217.11124,-30.07,6.31,,
HIRES,,54216.997690000106,21.46,5.87,,
HIRES,,54217.051649999805,-0.38,6.31,,
HIRES,,54217.02453000005,14.41,6.35,,
HIRES,,53949.91992999986,96.8,6.1,,
HIRES,,54217.07213999983,-6.58,6.15,,
HIRES,,53950.00216000015,58.9,7.7,,
HIRES,,54217.01102000009,16.32,6.06,,
HIRES,,54217.11708999984,-35.76,5.99,,
HIRES,,54217.10868000006,-21.0,6.26,,
HIRES,,54217.0426599998,7.37,6.17,,
HIRES,,54217.03802999994,16.89,6.09,,
HIRES,,54217.12509000022,-29.7,5.79,,
HIRES,,53951.848629999906,136.7,7.0,,
HIRES,,54217.04491999978,3.26,5.91,,
HIRES,,54217.09286999982,-18.49,6.62,,
HIRES,,54217.06424999982,-7.03,6.06,,
HIRES,,54217.026810000185,23.5,6.26,,
HIRES,,54217.056479999796,7.42,6.13,,
HIRES,,54217.04039999982,4.04,6.25,,
HIRES,,54217.0616700002,-4.76,6.17,,
HIRES,,54216.96998000005,38.52,5.76,,
HIRES,,54216.99367999984,27.35,5.82,,
HIRES,,54217.02905000001,6.4,6.19,,
HIRES,,53949.76054000016,135.5,6.1,,
HIRES,,54217.005640000105,17.82,5.75,,
HIRES,,53952.02736000018,145.6,8.4,,
HIRES,,54217.087669999804,-16.22,6.21,,
HIRES,,54217.05906999996,-8.45,6.16,,
HIRES,,54217.04715,0.45,6.44,,
HIRES,,54217.09806000022,-25.95,6.43,,
HIRES,,54217.09030999988,-28.52,6.52,,
HIRES,,54217.03130999999,35.58,6.27,,
HIRES,,54217.022290000226,5.79,6.24,,
HIRES,,53950.98051000014,-201.7,9.0,,
HIRES,,54217.0493999999,3.51,6.27,,
