ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HIRES,,55194.09349999996,23.18,1.61,,
HIRES,,55194.11812999984,15.76,1.6,,
HIRES,,55193.94389999984,59.3,1.49,,
HIRES,,55194.008249999955,51.68,1.49,,
HIRES,,55193.967019999865,46.32,1.67,,
HIRES,,54988.74066000013,22.72,1.65,,
HIRES,,55251.92523999978,68.89,2.06,,
HIRES,,55194.01270999992,45.14,1.57,,
HIRES,,54780.09367999993,-41.52,1.87,,
HIRES,,54779.08373000007,92.35,1.74,,
HIRES,,55196.94719000021,31.99,1.29,,
HIRES,,55194.12731999997,19.34,1.64,,
HIRES,,55194.0643699998,33.75,1.46,,
HIRES,,55193.9898000001,52.78,1.47,,
HIRES,,55194.17666999996,5.48,1.43,,
HIRES,,55193.98535999982,57.78,1.46,,
HIRES,,54928.83635,-316.96,1.46,,
HIRES,,55194.074159999844,21.81,1.62,,
HIRES,,55193.998879999854,53.37,1.59,,
HIRES,,55193.962340000086,57.31,1.63,,
HIRES,,54809.99574999977,-142.1,2.42,,
HIRES,,55172.12117999978,44.46,1.77,,
HIRES,,55255.82341000019,-121.4,1.43,,
HIRES,,55109.11744999979,115.33,2.24,,
HIRES,,55256.97045999998,26.39,1.46,,
HIRES,,55193.95775000006,54.16,1.46,,
HIRES,,54548.80649999995,59.24,2.02,,
HIRES,,54839.06085000001,-253.45,1.57,,
HIRES,,54603.84323999984,75.07,2.04,,
HIRES,,55194.017159999814,45.66,1.56,,
HIRES,,55194.113410000224,20.5,1.46,,
HIRES,,55193.97628000006,51.51,1.55,,
HIRES,,55193.869609999936,69.88,1.46,,
HIRES,,54728.131889999844,-86.35,1.69,,
HIRES,,55194.03097999981,37.03,1.58,,
HIRES,,54633.77241000021,84.76,2.0,,
HIRES,,55189.985390000045,112.37,1.33,,
HIRES,,55232.01621000003,-5.18,1.52,,
HIRES,,55194.06914999988,23.73,1.51,,
HIRES,,55194.03561000014,36.98,1.5,,
HIRES,,55194.12270000018,21.55,1.53,,
HIRES,,55194.04546000017,39.07,1.6,,
HIRES,,55194.10847999994,26.59,1.62,,
HIRES,,55194.021470000036,43.3,1.49,,
HIRES,,55193.86475000018,76.01,1.45,,
HIRES,,54778.073009999935,-85.56,1.4,,
HIRES,,55260.85979000013,11.28,1.55,,
HIRES,,55193.97166999988,56.74,1.6,,
HIRES,,55197.9484199998,-63.99,1.95,,
HIRES,,54985.73855999997,-8.17,1.48,,
HIRES,,55194.05048000021,35.98,1.48,,
HIRES,,54548.9084999999,42.45,1.46,,
HIRES,,54867.90310999984,-515.8,2.9,,
HIRES,,55193.859430000186,77.55,1.46,,
HIRES,,54634.759070000146,-85.12,1.96,,
HIRES,,55194.05976000009,28.26,1.58,,
HIRES,,55134.117190000135,20.52,1.58,,
HIRES,,55229.8777999999,-88.21,1.71,,
HIRES,,55194.13216000004,19.35,1.54,,
HIRES,,55193.98096999992,52.42,1.58,,
HIRES,,55189.08587000007,-53.3,1.3,,
HIRES,,54791.11128999991,64.99,1.66,,
HIRES,,54602.73395999987,-105.61,1.52,,
HIRES,,55191.11450000014,39.7,1.51,,
HIRES,,55164.01154999994,153.15,2.04,,
HIRES,,54865.02659999998,-476.36,1.48,,
HIRES,,55194.083759999834,25.11,1.5,,
HIRES,,54727.138499999885,89.76,1.88,,
HIRES,,55194.07900999999,22.12,1.46,,
HIRES,,54984.76459999988,-162.47,1.51,,
HIRES,,55229.08581000008,-7.36,1.71,,
HIRES,,54603.73414999992,54.41,1.42,,
HIRES,,55194.00353999995,46.11,1.6,,
HIRES,,54602.84690999985,-105.86,1.74,,
HIRES,,55194.05514999991,26.16,1.57,,
HIRES,,55188.04447000008,74.61,1.53,,
HIRES,,55194.04057000019,38.6,1.54,,
HIRES,,54635.75474999985,58.74,2.11,,
HIRES,,55192.02846999979,-61.29,1.53,,
HIRES,,54986.76358000003,-2.08,1.73,,
HIRES,,54636.74968999997,79.1,1.8,,
HIRES,,55194.10344999982,23.73,1.64,,
HIRES,,55194.09842000017,23.69,1.47,,
HIRES,,55194.026180000044,45.11,1.44,,
HIRES,,55110.10817999998,-57.69,2.96,,
HIRES,,55193.99433000013,51.5,1.41,,
HIRES,,54956.86327000009,-33.33,1.9,,
HIRES,,55173.02454000013,144.98,1.73,,
HIRES,,55194.137159999926,13.56,1.48,,
HIRES,,54955.869640000165,-214.61,1.64,,
HIRES,,54963.85162999993,-147.73,1.64,,
HIRES,,55193.9532300001,53.04,1.57,,
HIRES,,55193.94849999994,56.32,1.66,,
HIRES,,55135.13125000009,140.34,1.97,,
HIRES,,54983.749760000035,13.41,1.48,,
HIRES,,55194.088580000214,19.09,1.46,,
