ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
FLAMES,,53083.664690000005,25175.0,56.0,,
FLAMES,,53078.60419999994,25111.0,45.0,,
FLAMES+UVES,,53084.65149000008,25233.0,24.0,,
FLAMES,,53081.59492000006,25106.0,91.0,,
FLAMES,,53082.71279999986,25029.0,42.0,,
FLAMES,,53085.607210000046,25149.0,37.0,,
FLAMES+UVES,,53081.59492000006,25112.0,67.0,,
FLAMES+UVES,,53085.60719999997,25159.0,27.0,,
FLAMES+UVES,,53083.66467999993,25184.0,42.0,,
FLAMES,,53084.65149000008,25219.0,33.0,,
FLAMES+UVES,,53079.642349999864,25161.0,33.0,,
FLAMES,,53080.65958000021,25220.0,69.0,,
FLAMES+UVES,,53080.659570000134,25224.0,48.0,,
FLAMES+UVES,,53078.60418999987,25118.0,33.0,,
FLAMES,,53079.642349999864,25163.0,46.0,,
FLAMES+UVES,,53082.71278999979,25041.0,30.0,,
