ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HARPS,,54998.851019999944,-37500.6,10.6,,
HARPS,,54733.58576000016,-37450.8,7.7,,
HARPS,,55045.740890000015,-37413.9,14.8,,
HARPS,,55021.82951000007,-37465.6,10.2,,
HARPS,,55046.73467000015,-37488.8,17.9,,
SOPHIE,,54314.407759999856,-37606.0,49.0,,
HARPS,,54682.68435999984,-37483.0,11.2,,
HARPS,,54989.83528000023,-37454.0,9.8,,
SOPHIE,,54318.410149999894,-37545.4,18.4,,
HARPS,,54703.59565000003,-37461.1,16.9,,
HARPS,,54679.73180000018,-37475.1,40.7,,
HARPS,,54988.844560000114,-37448.2,14.6,,
HARPS,,54678.66557000019,-37442.7,10.1,,
HARPS,,54732.56202000007,-37468.7,8.0,,
HARPS,,54987.78367999988,-37455.0,23.7,,
HARPS,,54737.5849700002,-37495.5,13.4,,
HARPS,,54700.57458999986,-37475.6,14.0,,
HARPS,,54991.85115,-37497.9,15.7,,
HARPS,,54675.69652000023,-37505.0,15.1,,
HARPS,,54992.808069999795,-37483.9,10.6,,
HARPS,,54993.873459999915,-37461.0,11.3,,
