ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HIRES,,50603.74268000014,15.18,2.83,,
HIRES,,50187.95384000009,226.59,3.08,,
HRS,,54461.744700000156,-120.5,41.0,,
HRS,,54442.7788999998,75.4,36.0,,
HIRES,,50251.781529999804,5.41,3.75,,
HIRES,,50248.7793800002,76.84,3.83,,
HRS,,54452.75620000018,-147.4,46.0,,
HIRES,,50430.122400000226,301.03,3.71,,
HRS,,54478.67430000007,-130.2,14.0,,
HRS,,54479.68740000017,72.8,24.0,,
HRS,,54466.71670000022,-24.8,43.0,,
HIRES,,50547.92199000018,224.82,7.25,,
HIRES,,50247.8069699998,0.0,3.37,,
HRS,,54476.685099999886,110.0,21.0,,
HIRES,,50186.947629999835,269.14,3.21,,
HIRES,,50455.97787000006,222.99,3.41,,
HIRES,,50428.02826000005,8.16,3.02,,
HIRES,,50548.89651999995,65.98,2.84,,
HIRES,,50548.81657999987,79.96,3.08,,
HRS,,54456.74509999994,-76.6,28.0,,
HIRES,,50602.74167999998,193.74,2.61,,
HIRES,,50249.78531000018,268.26,3.36,,
HRS,,54464.72060000012,0.7,82.0,,
HIRES,,50188.95403000014,33.07,2.79,,
HRS,,54458.989200000186,131.2,20.0,,
HIRES,,50216.766390000004,294.36,2.7,,
