ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
CORALIE14,CORALIE,58785.810506720096,41978.7025750397,27.6038139589112,-99999.0,-99999.0
CORALIE14,CORALIE,59222.6709423,41963.1761596651,39.65250439283016,-99999.0,-99999.0
CORALIE14,CORALIE,58758.80317704007,42047.9601492078,42.31190713840483,-99999.0,-99999.0
CORALIE14,CORALIE,59279.56019392982,42032.3624804063,74.57869229955482,-99999.0,-99999.0
CORALIE14,CORALIE,59259.60972960014,42079.0935213895,55.19932199271388,-99999.0,-99999.0
CORALIE14,CORALIE,59277.54502046015,42010.0242292219,38.82569472103663,-99999.0,-99999.0
CORALIE14,CORALIE,59283.56449820986,42014.80753109491,44.10342061971043,-99999.0,-99999.0
CORALIE14,CORALIE,59205.76880721981,42056.186793839,41.03132424255202,-99999.0,-99999.0
CORALIE14,CORALIE,59264.63530289987,41997.2933456617,33.12639930837176,-99999.0,-99999.0
CORALIE14,CORALIE,59270.54830370005,42109.1071325874,39.46280861361549,-99999.0,-99999.0
CORALIE14,CORALIE,59286.5928844898,41947.5477233167,39.79887403635492,-99999.0,-99999.0
