ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
SOPHIE,,55336.4476999999,-58503.0,16.0,,
CORALIE,,55365.59349999996,-58455.0,12.0,,
CORALIE,,55380.63760000002,-58522.0,12.0,,
CORALIE,,55359.5932,-58511.0,11.0,,
CORALIE,,55362.567600000184,-58471.0,13.0,,
SOPHIE,,55305.43740000017,-58429.0,15.0,,
SOPHIE,,55329.41839999985,-58472.0,16.0,,
CORALIE,,55378.62649999978,-58473.0,9.0,,
CORALIE,,55361.65519999992,-58502.0,35.0,,
CORALIE,,55321.748399999924,-58455.0,11.0,,
CORALIE,,55327.754399999976,-58523.0,22.0,,
SOPHIE,,55334.46240000008,-58418.0,17.0,,
SOPHIE,,55331.4301,-58522.0,14.0,,
SOPHIE,,55323.43889999995,-58565.0,17.0,,
CORALIE,,55376.63940000022,-58534.0,12.0,,
SOPHIE,,55304.47039999999,-58475.0,13.0,,
SOPHIE,,55368.3955000001,-58514.0,17.0,,
