ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HIRES,,54865.15876000002,-25.6,4.88,,
HIRES,,54639.02279999992,-25.53,2.29,,
HARPN,,56506.466435,-11130.3,6.8,,
HARPN,,56455.451721,-11094.3,5.2,,
HARPN,,56455.473147,-11094.8,6.3,,
HARPN,,56455.601781,-11088.2,4.7,,
HARPN,,56455.644665,-11122.4,8.3,,
HARPN,,56455.623212,-11102.1,5.1,,
HIRES,,55252.06234999979,-3.9,2.92,,
HIRES,,54602.99835000001,15.96,2.29,,
HARPN,,56455.580346,-11095.8,4.4,,
HARPN,,56455.558915,-11091.6,7.2,,
HARPN,,56455.526749,-11116.5,4.9,,
HIRES,,54727.79088000022,-26.34,2.31,,
HIRES,,54988.904899999965,29.18,2.82,,
HIRES,,54955.024439999834,14.38,2.41,,
HARPN,,56455.569633,-11100.7,5.2,,
HIRES,,54397.73419999983,-11.23,3.79,,
HIRES,,54726.796200000215,-27.63,2.46,,
HARPN,,56543.375155,-11095.1,4.5,,
HIRES,,54603.834489999805,20.24,2.72,,
HARPN,,56455.656845,-11108.6,7.1,,
HIRES,,54955.96261999989,30.73,2.64,,
HIRES,,54549.07743000006,22.8,2.27,,
HARPN,,56455.591059,-11096.2,4.7,,
HARPN,,56455.494596,-11095.1,5.9,,
HIRES,,54641.9790500002,31.77,2.88,,
HIRES,,54987.98664999986,20.65,2.88,,
HIRES,,54633.9770800001,-21.65,2.45,,
HIRES,,54635.98889000015,20.26,2.69,,
HARPN,,56455.612495,-11101.9,4.6,,
HIRES,,54964.096460000146,-33.57,2.32,,
HIRES,,54777.69604999991,-16.44,2.46,,
HIRES,,54548.09633000009,25.83,2.26,,
HARPN,,56455.537462,-11103.8,4.5,,
HIRES,,55041.96077999985,-13.06,3.12,,
HIRES,,54602.83761999989,9.95,2.25,,
HARPN,,56455.548184,-11118.4,5.2,,
HIRES,,55261.11904999986,-19.39,2.39,,
HARPN,,56455.505314,-11106.0,4.7,,
HARPN,,56455.483869,-11093.4,7.0,,
HARPN,,56455.46243,-11099.6,4.8,,
HARPN,,56455.633939,-11095.6,7.4,,
HIRES,,54604.086269999854,10.3,2.51,,
HARPN,,56455.516031,-11115.9,4.5,,
HIRES,,55016.99997999985,30.57,2.2,,
HARPN,,56536.490373,-11073.4,5.8,,
