ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
HIRES,,54189.0263100001,-76.5,11.6,,
HDS,,54294.808100000024,4.5,15.8,,
HDS,,54317.95530000003,12.6,19.6,,
HIRES,,54189.14919999987,-73.9,10.3,,
HDS,,54294.79009999987,-12.7,16.2,,
HDS,,54616.83089999994,-16.4,20.3,,
HDS,,54294.83509999979,20.7,15.4,,
HDS,,54294.86210000003,-10.2,13.7,,
HDS,,54294.93420000002,-43.9,13.0,,
HDS,,54294.82610000018,22.5,17.8,,
HDS,,54294.898099999875,-51.6,14.5,,
HIRES,,54187.077930000145,97.5,11.8,,
HDS,,54294.90709999995,-45.5,15.2,,
HDS,,54294.8171000001,44.1,16.3,,
HDS,,54294.952200000174,-16.5,14.0,,
HDS,,54294.943200000096,-41.3,11.9,,
HDS,,54294.8890999998,-52.5,12.8,,
HDS,,54616.80150000006,3.0,18.8,,
HDS,,54294.85309999995,-0.2,16.6,,
HDS,,54295.055900000036,-33.5,13.6,,
HDS,,54294.7714999998,-5.1,18.6,,
HDS,,54294.91610000003,-77.1,14.6,,
HDS,,54294.799099999946,-7.3,16.7,,
HDS,,54295.0288999998,-31.6,14.2,,
HDS,,54294.871100000106,-20.9,14.6,,
HDS,,54294.92519999994,-70.0,12.2,,
HDS,,54535.122500000056,-28.2,17.3,,
HDS,,54317.743400000036,-38.4,15.8,,
HIRES,,54188.111219999846,58.9,9.4,,
HDS,,54535.143999999855,-18.4,18.0,,
HDS,,54616.81619999977,-24.2,19.6,,
HDS,,54294.880100000184,-39.3,13.8,,
HDS,,54294.84409999987,26.8,16.1,,
HDS,,54295.03789999988,-36.5,13.1,,
HDS,,54535.10099999979,-10.9,19.3,,
