ins_name,ins_mode,obj_date_bjd,spectro_ccf_rv,spectro_ccf_rv_err,spectro_analysis_rhk,spectro_analysis_rhk_err
SOPHIE,,55760.60119999992,-984.0,31.0,,
SOPHIE,,55524.320499999914,-1104.0,15.0,,
SOPHIE,,55753.607499999925,-982.0,18.0,,
SOPHIE,,55795.44169999985,-948.0,18.0,,
SOPHIE,,55523.294999999925,-1079.0,11.0,,
CORALIE,,55795.73260000022,-962.0,13.0,,
CORALIE,,55858.581400000025,-933.0,23.0,,
SOPHIE,,55795.4506000001,-975.0,18.0,,
SOPHIE,,55795.41630000016,-856.0,18.0,,
SOPHIE,,55581.2370000002,-994.0,12.0,,
SOPHIE,,55795.40810000012,-917.0,18.0,,
CORALIE,,55829.720100000035,-851.0,10.0,,
CORALIE,,55769.88760000002,-934.0,14.0,,
SOPHIE,,55564.23959999997,-969.0,11.0,,
SOPHIE,,55586.27699999977,-1068.0,10.0,,
SOPHIE,,55488.35820000013,-883.0,13.0,,
SOPHIE,,55795.39910000004,-878.0,18.0,,
SOPHIE,,55795.48779999977,-911.0,18.0,,
CORALIE,,55832.65560000017,-966.0,12.0,,
SOPHIE,,55764.57290000003,-979.0,23.0,,
SOPHIE,,55795.36769999983,-902.0,20.0,,
SOPHIE,,55486.40510000009,-953.0,14.0,,
SOPHIE,,55795.39000000013,-894.0,17.0,,
SOPHIE,,55579.247500000056,-1075.0,12.0,,
CORALIE,,55485.60309999995,-880.0,22.0,,
SOPHIE,,55745.57400000002,-935.0,14.0,,
SOPHIE,,55795.460400000215,-882.0,18.0,,
SOPHIE,,55485.35309999995,-821.0,11.0,,
CORALIE,,55782.78759999992,-804.0,13.0,,
SOPHIE,,55768.53869999992,-886.0,15.0,,
SOPHIE,,55795.47899999982,-911.0,18.0,,
SOPHIE,,55795.43129999982,-902.0,18.0,,
CORALIE,,55413.737499999814,-863.0,15.0,,
SOPHIE,,55766.57780000009,-916.0,19.0,,
SOPHIE,,55588.24660000019,-983.0,10.0,,
SOPHIE,,55795.5364000001,-914.0,19.0,,
SOPHIE,,55795.423599999864,-904.0,18.0,,
SOPHIE,,55489.37099999981,-934.0,16.0,,
SOPHIE,,55795.51640000008,-901.0,19.0,,
SOPHIE,,55773.57910000021,-914.0,10.0,,
CORALIE,,55784.87280000001,-868.0,13.0,,
SOPHIE,,55795.506500000134,-903.0,19.0,,
CORALIE,,55756.869200000074,-837.0,19.0,,
CORALIE,,55777.821899999864,-846.0,13.0,,
SOPHIE,,55563.259800000116,-1100.0,10.0,,
CORALIE,,55804.686300000176,-962.0,15.0,,
SOPHIE,,55585.24369999999,-966.0,11.0,,
SOPHIE,,55795.46939999983,-904.0,18.0,,
SOPHIE,,55540.32150000008,-1145.0,18.0,,
SOPHIE,,55525.32920000004,-1001.0,11.0,,
CORALIE,,55726.90379999997,-796.0,11.0,,
SOPHIE,,55527.310899999924,-963.0,12.0,,
SOPHIE,,55795.380200000014,-913.0,18.0,,
SOPHIE,,55583.24170000013,-935.0,15.0,,
CORALIE,,55538.57129999995,-996.0,20.0,,
SOPHIE,,55771.59079999989,-982.0,12.0,,
SOPHIE,,55559.249700000044,-1052.0,10.0,,
SOPHIE,,55763.57209999999,-850.0,20.0,,
CORALIE,,55725.88370000012,-965.0,11.0,,
SOPHIE,,55795.496900000144,-906.0,18.0,,
SOPHIE,,55519.35089999996,-1127.0,12.0,,
SOPHIE,,55529.386200000066,-1010.0,10.0,,
SOPHIE,,55795.52639999986,-912.0,19.0,,
CORALIE,,55541.54600000009,-829.0,18.0,,
