target,BJD,rv,rv_err,ins_name,RA,DEC,rjd
HAT-P-32,2455826.44808589,-696.462860107399,3.6934400000000003,SOPHIE,30.2525,46.4483333333333,55826.44808589015
HAT-P-32,2455826.44808589,-691.1318206786987,3.6934400000000003,SOPHIE,30.2525,46.4483333333333,55826.44808589015
HAT-P-32,2455826.45696375,-745.5904388427967,3.88103,SOPHIE,30.2525,46.4483333333333,55826.45696375007
HAT-P-32,2455826.45696375,-745.9623718261987,3.88103,SOPHIE,30.2525,46.4483333333333,55826.45696375007
HAT-P-32,2455826.46850381,-706.0835266112981,3.35295,SOPHIE,30.2525,46.4483333333333,55826.46850381
HAT-P-32,2455826.46850381,-685.5738067626974,3.35295,SOPHIE,30.2525,46.4483333333333,55826.46850381
HAT-P-32,2455826.51418948,-741.0280609130986,3.82554,SOPHIE,30.2525,46.4483333333333,55826.51418947987
HAT-P-32,2455826.51418948,-747.8258514403997,3.82554,SOPHIE,30.2525,46.4483333333333,55826.51418947987
HAT-P-32,2455826.59696076,-899.4314575194977,3.55268,SOPHIE,30.2525,46.4483333333333,55826.59696076019
HAT-P-32,2455826.59696076,-877.2375488280986,3.55268,SOPHIE,30.2525,46.4483333333333,55826.59696076019
HAT-P-32,2455826.64110699,-814.3331909179992,3.9554300000000002,SOPHIE,30.2525,46.4483333333333,55826.641106990166
HAT-P-32,2455826.64110699,-810.5356597899984,3.9554300000000002,SOPHIE,30.2525,46.4483333333333,55826.641106990166
HAT-P-32,2455839.35188145,-1078.0260467528997,3.82363,SOPHIE,30.2525,46.4483333333333,55839.35188145004
HAT-P-32,2455839.35673122,-868.6411285399984,3.37085,SOPHIE,30.2525,46.4483333333333,55839.35673122015
HAT-P-32,2455839.36893087,-918.7967681884999,3.64294,SOPHIE,30.2525,46.4483333333333,55839.3689308702
HAT-P-32,2455839.37477605,-873.852005004899,3.6936999999999998,SOPHIE,30.2525,46.4483333333333,55839.37477604998
HAT-P-32,2455839.38115367,-614.5937347411987,3.7039400000000002,SOPHIE,30.2525,46.4483333333333,55839.38115367014
HAT-P-32,2455839.38783223,-891.5827178954992,3.6729800000000004,SOPHIE,30.2525,46.4483333333333,55839.38783222996
HAT-P-32,2455839.39483487,-672.3863983153997,3.80008,SOPHIE,30.2525,46.4483333333333,55839.39483487001
HAT-P-32,2455839.40078423,-788.6011505126974,3.7854099999999997,SOPHIE,30.2525,46.4483333333333,55839.40078422986
HAT-P-32,2455839.40653682,-641.287078857399,3.68017,SOPHIE,30.2525,46.4483333333333,55839.40653681988
HAT-P-32,2455839.41230098,-775.8371734618983,3.75636,SOPHIE,30.2525,46.4483333333333,55839.412300980184
HAT-P-32,2455839.41804199,-492.1190643310993,3.60353,SOPHIE,30.2525,46.4483333333333,55839.41804199014
HAT-P-32,2455839.42379458,-722.3303222655986,3.54401,SOPHIE,30.2525,46.4483333333333,55839.42379458016
HAT-P-32,2455839.4293041,-636.0609436034998,3.8287999999999998,SOPHIE,30.2525,46.4483333333333,55839.42930410011
HAT-P-32,2455839.43477889,-845.1788330077967,3.6797,SOPHIE,30.2525,46.4483333333333,55839.43477889011
HAT-P-32,2455839.44047361,-850.1341247558969,3.39159,SOPHIE,30.2525,46.4483333333333,55839.44047361007
HAT-P-32,2455839.4459484,-851.9594573974985,3.87769,SOPHIE,30.2525,46.4483333333333,55839.44594840007
HAT-P-32,2455839.45143477,-809.7383880614971,3.8826899999999998,SOPHIE,30.2525,46.4483333333333,55839.45143477013
HAT-P-32,2455839.45717579,-741.1215209960993,3.78514,SOPHIE,30.2525,46.4483333333333,55839.45717578987
HAT-P-32,2455839.46358813,-857.0158386229991,3.6748800000000004,SOPHIE,30.2525,46.4483333333333,55839.463588130195
HAT-P-32,2455839.46990787,-783.7355041503997,3.80535,SOPHIE,30.2525,46.4483333333333,55839.46990787005
HAT-P-32,2455839.47644753,-1011.3470458983968,3.77728,SOPHIE,30.2525,46.4483333333333,55839.47644753009
HAT-P-32,2455839.48223484,-922.7735900878997,3.75686,SOPHIE,30.2525,46.4483333333333,55839.482234839816
HAT-P-32,2455839.48713091,-847.9654693603998,3.78934,SOPHIE,30.2525,46.4483333333333,55839.48713091016
HAT-P-32,2455839.49231634,-892.9827117919978,3.68777,SOPHIE,30.2525,46.4483333333333,55839.492316340096
HAT-P-32,2455839.49749019,-848.6540222167989,3.68398,SOPHIE,30.2525,46.4483333333333,55839.49749018997
HAT-P-32,2455839.50253673,-831.2036895751974,3.7283500000000003,SOPHIE,30.2525,46.4483333333333,55839.50253672991
HAT-P-32,2455839.50749066,-786.5202331542989,3.8326800000000003,SOPHIE,30.2525,46.4483333333333,55839.507490660064
HAT-P-32,2455839.51232886,-845.8139801024984,3.70882,SOPHIE,30.2525,46.4483333333333,55839.512328859884
HAT-P-32,2455839.51694713,-678.1923675536987,3.74478,SOPHIE,30.2525,46.4483333333333,55839.51694713021
HAT-P-32,2455839.52158855,-817.9743194579992,3.6853,SOPHIE,30.2525,46.4483333333333,55839.52158854995
HAT-P-32,2455839.5262647,-640.7720947266,3.64321,SOPHIE,30.2525,46.4483333333333,55839.52626470011
HAT-P-32,2455839.53080195,-660.5856323241994,3.6699599999999997,SOPHIE,30.2525,46.4483333333333,55839.53080195002
HAT-P-32,2455839.53522345,-797.7507019042989,3.5482,SOPHIE,30.2525,46.4483333333333,55839.535223450046
HAT-P-32,2455839.53972598,-801.8286132811987,3.75182,SOPHIE,30.2525,46.4483333333333,55839.53972597979
