target,BJD,rv,rv_err,ins_name,RA,DEC,rjd
GALAH181221002601327,2458394.71506619,-8778.458301173061,126.067098474032,CORALIE14,73.7012186,-76.68052538,58394.71506618988
GALAH181221002601327,2458397.86669535,-8939.898336061111,75.124908148126,CORALIE14,73.7012186,-76.68052538,58397.866695350036
GALAH181221002601327,2458414.67058296,-8869.09371862909,53.84268848395899,CORALIE14,73.7012186,-76.68052538,58414.670582959894
GALAH181221002601327,2458417.69191435,-8501.542155962721,64.42889099056114,CORALIE14,73.7012186,-76.68052538,58417.691914349794
GALAH181221002601327,2458418.77042408,-8854.52090977164,57.65252602428837,CORALIE14,73.7012186,-76.68052538,58418.77042408008
GALAH181221002601327,2458419.81420076,-8542.32249456611,55.05538338431039,CORALIE14,73.7012186,-76.68052538,58419.814200759865
GALAH181221002601327,2458427.85775693,-8659.10497609209,53.98408528521687,CORALIE14,73.7012186,-76.68052538,58427.85775692994
GALAH181221002601327,2458433.65942654,-8876.00279084756,76.53557169901167,CORALIE14,73.7012186,-76.68052538,58433.659426540136
GALAH181221002601327,2458455.78041971,-8741.546644491891,44.93750586614816,CORALIE14,73.7012186,-76.68052538,58455.78041971009
GALAH181221002601327,2458456.76919256,-8852.550902570229,95.95983832645177,CORALIE14,73.7012186,-76.68052538,58456.76919256011
GALAH181221002601327,2458457.70895004,-8684.98942685216,77.71893402336835,CORALIE14,73.7012186,-76.68052538,58457.70895003993
GALAH181221002601327,2458458.70535065,-8951.64407219691,80.80272601052056,CORALIE14,73.7012186,-76.68052538,58458.70535065001
GALAH181221002601327,2458460.6655373,-9174.85573586158,238.7354149247319,CORALIE14,73.7012186,-76.68052538,58460.665537300054
GALAH181221002601327,2458461.71285256,-8533.97238826791,58.40783227464868,CORALIE14,73.7012186,-76.68052538,58461.712852559984
GALAH181221002601327,2458462.65160443,-8909.27954185854,59.99145280067813,CORALIE14,73.7012186,-76.68052538,58462.65160442982
GALAH181221002601327,2458463.57490532,-8505.56934391995,62.46349141003932,CORALIE14,73.7012186,-76.68052538,58463.57490532007
GALAH181221002601327,2458463.80986827,-8527.39729123688,51.24528026938143,CORALIE14,73.7012186,-76.68052538,58463.809868270066
GALAH181221002601327,2458464.56217576,-8928.93628546986,52.4968448783215,CORALIE14,73.7012186,-76.68052538,58464.562175760046
GALAH181221002601327,2458464.7499633,-8953.36001274314,66.79335411849324,CORALIE14,73.7012186,-76.68052538,58464.74996329984
GALAH181221002601327,2458467.59954373,-8575.527865890701,64.18231889185097,CORALIE14,73.7012186,-76.68052538,58467.5995437298
GALAH181221002601327,2458471.59005546,-8627.256038979811,60.14488558225107,CORALIE14,73.7012186,-76.68052538,58471.59005546011
GALAH181221002601327,2458474.67532333,-8699.91402513772,51.84006703209212,CORALIE14,73.7012186,-76.68052538,58474.675323329866
GALAH181221002601327,2458475.6570764,-8537.407736423462,44.48582042581859,CORALIE14,73.7012186,-76.68052538,58475.65707639977
GALAH181221002601327,2458486.70515375,-8545.11265252421,54.74595026210127,CORALIE14,73.7012186,-76.68052538,58486.70515374979
