target,BJD,rv,rv_err,ins_name,RA,DEC,rjd
SW2016+0317,2456403.90237699,10565.8739069227,6.34894633977825,HARPScat,304.207875,3.2940833333333335,56403.902376989834
SW2016+0317,2456407.88648936,-60902.435029433196,5.9599048689019,HARPScat,304.207875,3.2940833333333335,56407.88648936013
SW2016+0317,2456411.90206388,-73170.5583384316,7.9408544825461,HARPScat,304.207875,3.2940833333333335,56411.902063880116
SW2016+0317,2456438.87824282,-60765.3513117954,6.11822963934555,HARPScat,304.207875,3.2940833333333335,56438.878242820036
SW2016+0317,2456454.8470184403,-60870.8059022324,6.46417093940238,HARPScat,304.207875,3.2940833333333335,56454.847018440254
SW2016+0317,2456457.84877591,-60773.956054982,6.98226568320564,HARPScat,304.207875,3.2940833333333335,56457.84877591021
SW2016+0317,2456459.92279372,-60939.5972771676,6.12129333653399,HARPScat,304.207875,3.2940833333333335,56459.92279371992
SW2016+0317,2456510.582235,-60743.5918991933,6.28989639421572,HARPScat,304.207875,3.2940833333333335,56510.582235000096
SW2016+0317,2456510.59126269,-60702.9845140927,6.1279534090923,HARPScat,304.207875,3.2940833333333335,56510.59126268979
SW2016+0317,2456510.60179498,-60723.106175557296,5.4087883550903,HARPScat,304.207875,3.2940833333333335,56510.60179498
SW2016+0317,2456510.61324162,-60737.2548643089,5.35173078660962,HARPScat,304.207875,3.2940833333333335,56510.613241619896
SW2016+0317,2456510.62476928,-60726.8651551086,5.24443540481266,HARPScat,304.207875,3.2940833333333335,56510.6247692802
SW2016+0317,2456510.63630851,-60733.147947867,5.3598009745229405,HARPScat,304.207875,3.2940833333333335,56510.63630850986
SW2016+0317,2456510.64762783,-60746.0211206638,5.56202788530691,HARPScat,304.207875,3.2940833333333335,56510.64762783004
SW2016+0317,2456510.65925965,-60746.361907288505,5.51361401613076,HARPScat,304.207875,3.2940833333333335,56510.659259649925
SW2016+0317,2456510.67081045,-60756.985179695,5.72000006877024,HARPScat,304.207875,3.2940833333333335,56510.67081044987
SW2016+0317,2456510.68254644,-60753.98319265,5.88629339231532,HARPScat,304.207875,3.2940833333333335,56510.682546440046
SW2016+0317,2456510.69387733,-60747.4722182085,5.65543126116622,HARPScat,304.207875,3.2940833333333335,56510.69387733005
SW2016+0317,2456510.70532397,-60744.9217766073,6.09904020940849,HARPScat,304.207875,3.2940833333333335,56510.705323969945
SW2016+0317,2456510.71707153,-60751.530052822505,6.2476819173069,HARPScat,304.207875,3.2940833333333335,56510.71707152994
SW2016+0317,2456510.72849502,-60754.8926689008,6.11686332472275,HARPScat,304.207875,3.2940833333333335,56510.728495019954
SW2016+0317,2456510.74004582,-60781.3246172274,6.02699002514192,HARPScat,304.207875,3.2940833333333335,56510.7400458199
SW2016+0317,2456510.75168921,-60770.1790271153,5.7829645808983,HARPScat,304.207875,3.2940833333333335,56510.75168921007
SW2016+0317,2456510.76312427,-60755.3660826123,5.74747626098608,HARPScat,304.207875,3.2940833333333335,56510.7631242699
SW2016+0317,2456510.77445517,-60754.7689083271,5.5862494248220305,HARPScat,304.207875,3.2940833333333335,56510.77445517015
SW2016+0317,2456510.7865268,-60786.4750179452,6.25743127775935,HARPScat,304.207875,3.2940833333333335,56510.78652680013
SW2016+0317,2456511.70165508,-60818.201935431294,5.6700260642982,HARPScat,304.207875,3.2940833333333335,56511.701655080076
SW2016+0317,2456564.49086701,-60511.681253201605,5.98218977774643,HARPScat,304.207875,3.2940833333333335,56564.49086700985
SW2016+0317,2456565.4797816398,-60691.6933051938,6.41717742984771,HARPScat,304.207875,3.2940833333333335,56565.47978163976
SW2016+0317,2456736.90474662,-58616.0257793534,6.29892243842536,HARPScat,304.207875,3.2940833333333335,56736.904746619985
SW2016+0317,2456761.91273741,-58545.898887034295,5.74210810202596,HARPScat,304.207875,3.2940833333333335,56761.91273741005
SW2016+0317,2456801.85273693,-58920.56135418249,7.33909124187694,HARPScat,304.207875,3.2940833333333335,56801.8527369299
SW2016+0317,2456927.5610622102,-59657.1344817225,5.44845516320976,HARPScat,304.207875,3.2940833333333335,56927.56106221024
SW2016+0317,2456931.58038672,-59615.9811373518,5.33618532435112,HARPScat,304.207875,3.2940833333333335,56931.58038672013
