#TYPE=EXOPLANET
#OBSCODE=TESS
#SECONDARY_OBSCODES=
#SOFTWARE=EXOTIC v3.0.1.dev18+gdd90272.d20230707
#DELIM=,
#DATE_TYPE=BJD_TDB
#OBSTYPE=CCD
#STAR_NAME=HAT-P-23
#EXOPLANET_NAME=hatp23b
#BINNING=1x1
#EXPOSURE_TIME=120.0
#COMP_STAR-XC=null
#NOTES=TESS Data
#DETREND_PARAMETERS=AIRMASS, AIRMASS CORRECTION FUNCTION
#MEASUREMENT_TYPE=Rnflux
#FILTER=I
#FILTER-XC={"name": "I", "fwhm": [{"value": 600, "units": "nm"}, {"value": 1000, "units": "nm"}]}
#PRIORS=Period=1.212884 +/- 2e-06,a/R*=4.14 +/- 0.23,inc=85.3 +/- 0.16,ecc=0.11,u0=0.42,u1=0.084,u2=0.31,u3=-0.18
#PRIORS-XC={"Period": {"value": "1.212884", "uncertainty": "2e-06", "units": "days"}, "a/R*": {"value": "4.14", "uncertainty": "0.23"}, "inc": {"value": "85.3", "uncertainty": "0.16", "units": "degrees"}, "ecc": {"value": "0.11", "uncertainty": null}, "u0": {"value": "0.42", "uncertainty": null}, "u1": {"value": "0.084", "uncertainty": null}, "u2": {"value": "0.31", "uncertainty": null}, "u3": {"value": "-0.18", "uncertainty": null}}
#RESULTS=Tc=2459791.13893 +/- 0.00082,Rp/R*=0.113 +/- 0.0024,Am1=0,Am2=0
#RESULTS-XC={"Tc": {"value": "2459791.13893", "uncertainty": "0.00082", "units": "BJD_TDB"}, "Rp/R*": {"value": "0.113", "uncertainty": "0.0024"}, "Am1": {"value": 0, "uncertainty": null}, "Am2": {"value": 0, "uncertainty": null}, "Duration": {"value": "0.092", "uncertainty": "0.0", "units": "days"}, "inc": {"value": "84.95", "uncertainty": "1.12", "units": "degrees"}}
# EXOTIC is developed by Exoplanet Watch (exoplanets.nasa.gov/exoplanet-watch/), a citizen science project managed by NASA's Jet Propulsion Laboratory on behalf of NASA's Universe of Learning. This work is supported by NASA under award number NNX16AC65A to the Space Telescope Science Institute.
# Use of this data is governed by the AAVSO Data Usage Guidelines: aavso.org/data-usage-guidelines
#DATE,DIFF,ERR,DETREND_1,DETREND_2
2459790.95677113,1.003642201423645,0.003277899930253625,0.0,1.0
2459790.95816003,1.0062038898468018,0.0032695000991225243,0.0,1.0
2459790.95954893,1.0039747953414917,0.003276800038293004,0.0,1.0
2459790.96093783,1.00148344039917,0.0032848999835550785,0.0,1.0
2459790.96232673,1.002034306526184,0.0032830999698489904,0.0,1.0
2459790.96371563,0.9965258240699768,0.0033013001084327698,0.0,1.0
2459790.96510453,0.9997888207435608,0.0032905000261962414,0.0,1.0
2459790.96649343,1.0040874481201172,0.0032764000352472067,0.0,1.0
2459790.96788233,1.0080944299697876,0.003263399936258793,0.0,1.0
2459790.96927123,0.996457576751709,0.0033015001099556684,0.0,1.0
2459790.97066013,1.0014216899871826,0.0032852001022547483,0.0,1.0
2459790.97204903,1.0041356086730957,0.0032762999180704355,0.0,1.0
2459790.97343793,1.0017015933990479,0.003284200094640255,0.0,1.0
2459790.97482683,1.0044214725494385,0.003275299910455942,0.0,1.0
2459790.97621573,1.0001368522644043,0.003289399901404977,0.0,1.0
2459790.97760463,0.9955877065658569,0.0033044000156223774,0.0,1.0
2459790.97899353,0.9952952265739441,0.0033054000232368708,0.0,1.0
2459790.98038243,0.9964048266410828,0.003301700111478567,0.0,1.0
2459790.98177133,1.0023621320724487,0.003282099962234497,0.0,1.0
2459790.98316023,1.0025216341018677,0.003281499957665801,0.0,1.0
2459790.98454913,0.9947922229766846,0.00330700003542006,0.0,1.0
2459790.98593803,1.0008769035339355,0.0032868999987840652,0.0,1.0
2459790.98732693,1.000028371810913,0.0032897000201046467,0.0,1.0
2459790.98871583,0.9965925812721252,0.003301100106909871,0.0,1.0
2459790.99010473,0.9978201985359192,0.0032969999592751265,0.0,1.0
2459790.99149363,0.9971951842308044,0.0032991000916808844,0.0,1.0
2459790.99288253,0.9899520874023438,0.003323199925944209,0.0,1.0
2459790.99427143,1.0029919147491455,0.003280000062659383,0.0,1.0
2459790.99566033,1.0032320022583008,0.003279200056567788,0.0,1.0
2459790.99704923,0.9948760271072388,0.0033068000338971615,0.0,1.0
2459790.99843813,0.9964944124221802,0.0033013999927788973,0.0,1.0
2459790.99982702,0.9920830130577087,0.003316099988296628,0.0,1.0
2459791.00121592,1.0022926330566406,0.0032822999637573957,0.0,1.0
2459791.00260482,0.9985827207565308,0.003294500056654215,0.0,1.0
2459791.00399372,0.9980294108390808,0.003296300070360303,0.0,1.0
2459791.00538262,1.0004750490188599,0.003288300009444356,0.0,1.0
2459791.00677152,1.0003149509429932,0.003288799896836281,0.0,1.0
2459791.00816042,1.0043983459472656,0.0032754000276327133,0.0,1.0
2459791.00954932,1.00301992893219,0.0032798999454826117,0.0,1.0
2459791.01093822,0.9985888004302979,0.003294500056654215,0.0,1.0
2459791.01232712,0.9972943067550659,0.003298700088635087,0.0,1.0
2459791.01371602,0.9978014230728149,0.0032971000764518976,0.0,1.0
2459791.01510492,0.9973688125610352,0.0032985000871121883,0.0,1.0
2459791.01649382,1.0047587156295776,0.0032742000184953213,0.0,1.0
2459791.01788272,0.9987767934799194,0.003293900052085519,0.0,1.0
2459791.01927162,0.9931206703186035,0.003312600078061223,0.0,1.0
2459791.02066052,0.9978004097938538,0.0032971000764518976,0.0,1.0
2459791.02204942,0.995037317276001,0.0033062000293284655,0.0,1.0
2459791.02343832,0.997097373008728,0.0032993999775499105,0.0,1.0
