per,1.36002854,0.00000062,Cortes-Zuleta et al 2020
tmid,2457420.88439,0.00080,Cortes-Zuleta et al 2020            
emid,2457658.2054,0.0044,Cortes-Zuleta et al 2020 
ecc,0.00740,0.00690,Cortes-Zuleta et al 2020
omega,-166,66,Cortes-Zuleta et al 2020
a,0.02335,0.00045,Cortes-Zuleta et al 2020
rstar,0.910,0.025,Cortes-Zuleta et al 2020
